,offence,Highest Offense Code,Occurred Date Time,Date,Time,LocType,Address,Zip Code,Council District,X,Y,Latitude,Longitude,Location
240597,THEFT,600,02-01-2019 00:00,01-02-2019,0,RESTAURANTS,N IH 35 SVRD SB / E 8TH ST,78701,1,3116999,3116999,30.26772471,-97.73430516,"(30.26772471, -97.73430516)"
240598,BURGLARY OF VEHICLE,601,01/30/2019 09:56:00 AM,30-01-2019,956,RESIDENCE / HOME,602 E 43RD ST,78751,9,3120001,3120001,30.30509164,-97.72378323,"(30.30509164, -97.72378323)"
240601,BURGLARY OF VEHICLE,601,01/15/2019 09:44:00 PM,15-01-2019,2144,PARKING LOTS / GARAGE,12314 N IH 35 SVRD SB,78753,7,3134565,3134565,30.40046538,-97.67499156,"(30.40046538, -97.67499156)"
240607,BURGLARY OF VEHICLE,601,01/29/2019 08:07:00 PM,29-01-2019,2007,STREETS / HWY / ROAD / ALLEY,616 W SLAUGHTER LN,78748,2,3096791,3096791,30.17358263,-97.80080367,"(30.17358263, -97.80080367)"
240613,THEFT,600,01-12-2019 18:50,12-01-2019,1850,STREETS / HWY / ROAD / ALLEY,9205 ALEX LN,78748,5,3097443,3097443,30.16928932,-97.79885244,"(30.16928932, -97.79885244)"
240614,BURGLARY OF VEHICLE,601,01/31/2019 08:30:00 PM,31-01-2019,2030,STREETS / HWY / ROAD / ALLEY,E 4TH ST / MEDINA,78702,3,3117654,3117654,30.26294637,-97.73235851,"(30.26294637, -97.73235851)"
240617,BURGLARY OF VEHICLE,601,01/25/2019 10:30:00 PM,25-01-2019,2230,STREETS / HWY / ROAD / ALLEY,ATTAYAC ST / E 7TH ST,78702,3,3118668,3118668,30.265017,-97.72908994,"(30.265017, -97.72908994)"
240618,BURGLARY OF RESIDENCE,500,02/25/2019 07:00:00 AM,25-02-2019,700,RESIDENCE / HOME,1206 BONNIE BRAE,78753,4,3134078,3134078,30.35847338,-97.67769346,"(30.35847338, -97.67769346)"
240624,BURGLARY OF VEHICLE,601,01/24/2019 07:47:00 PM,24-01-2019,1947,PARKING LOTS / GARAGE,1016 W STASSNEY LN,78745,2,3101219,3101219,30.21065887,-97.78580992,"(30.21065887, -97.78580992)"
240628,BURGLARY OF VEHICLE,601,01/25/2019 07:41:00 AM,25-01-2019,741,PARKING LOTS / GARAGE,11279 TAYLOR DRAPER LN,78759,10,3110080,3110080,30.4117431,-97.75237792,"(30.4117431, -97.75237792)"
240630,THEFT,600,01/19/2019 07:50:00 PM,19-01-2019,1950,PARKING LOTS / GARAGE,6575 DECKER LN,78724,1,3150289,3150289,30.29005108,-97.62819845,"(30.29005108, -97.62819845)"
240641,THEFT,600,01/26/2019 04:27:00 PM,26-01-2019,1627,DEPARTMENT / DISCOUNT STORE,12900 N IH 35 SVRD SB,78753,7,3134231,3134231,30.41357997,-97.67568979,"(30.41357997, -97.67568979)"
240655,BURGLARY OF VEHICLE,601,01/26/2019 07:30:00 PM,26-01-2019,1930,PARKING LOTS / GARAGE,4477 S LAMAR BLVD NB,78745,5,3097419,3097419,30.23102476,-97.79730836,"(30.23102476, -97.79730836)"
240668,AUTO THEFT,700,01/27/2019 11:00:00 AM,27-01-2019,1100,STREETS / HWY / ROAD / ALLEY,600 BLOCK E 7TH ST,78701,9,3116286,3116286,30.26752585,-97.73656966,"(30.26752585, -97.73656966)"
240681,THEFT,600,01/26/2019 10:02:00 PM,26-01-2019,2202,CONVENIENCE STORE,8900 N LAMAR BLVD,78758,4,3126923,3126923,30.35828676,-97.70039084,"(30.35828676, -97.70039084)"
240692,THEFT,600,01/27/2019 07:50:00 PM,27-01-2019,1950,RESIDENCE / HOME,1308 MC KIE DR,78752,4,3130143,3130143,30.32984912,-97.69095763,"(30.32984912, -97.69095763)"
240694,DEADLY CONDUCT,408,01/27/2019 08:59:00 PM,27-01-2019,2059,RESIDENCE / HOME,1711 RUTLAND DR,78758,4,3123198,3123198,30.37521409,-97.71174462,"(30.37521409, -97.71174462)"
240700,THEFT,600,01/29/2019 02:30:00 PM,29-01-2019,1430,RESIDENCE / HOME,3200 DUVAL ST,78705,9,3117302,3117302,30.29477034,-97.73261652,"(30.29477034, -97.73261652)"
240704,BURGLARY OF VEHICLE,601,01/17/2019 07:45:00 AM,17-01-2019,745,PARKING LOTS / GARAGE,11044 RESEARCH BLVD SVRD SB,78759,10,3112171,3112171,30.40520744,-97.7459181,"(30.40520744, -97.7459181)"
240709,BURGLARY OF VEHICLE,601,01/29/2019 08:30:00 PM,29-01-2019,2030,PARKING LOTS / GARAGE,2700 W ANDERSON LN,78757,7,3116129,3116129,30.35905882,-97.73460323,"(30.35905882, -97.73460323)"
240718,THEFT,600,01/25/2019 11:00:00 PM,25-01-2019,2300,HOTEL / MOTEL / ETC.,200 LAVACA ST,78701,9,3113125,3113125,30.26533133,-97.7466441,"(30.26533133, -97.7466441)"
240731,THEFT BY SHOPLIFTING,607,01/26/2019 08:13:00 PM,26-01-2019,2013,DEPARTMENT / DISCOUNT STORE,3311 ESPERANZA XING,78758,7,3118196,3118196,30.40007896,-97.72693922,"(30.40007896, -97.72693922)"
240742,THEFT,600,01/15/2019 01:32:00 PM,15-01-2019,1332,DEPARTMENT / DISCOUNT STORE,2205 E RIVERSIDE DR,78741,3,3119495,3119495,30.23914396,-97.72716807,"(30.23914396, -97.72716807)"
240765,BURGLARY OF VEHICLE,601,01/25/2019 10:30:00 PM,25-01-2019,2230,STREETS / HWY / ROAD / ALLEY,803 LAMBIE ST,78701,9,3115955,3115955,30.25612565,-97.73792491,"(30.25612565, -97.73792491)"
240778,THEFT,600,01/25/2019 01:50:00 AM,25-01-2019,150,BAR / NIGHT CLUB,402 E 6TH ST,78701,9,3115521,3115521,30.26733302,-97.73899875,"(30.26733302, -97.73899875)"
240779,THEFT,600,01/28/2019 07:00:00 AM,28-01-2019,700,COMMERCIAL / OFFICE BUILDING,8324 CAMERON RD,78753,4,3132797,3132797,30.34022,-97.68225791,"(30.34022, -97.68225791)"
240788,BURGLARY OF VEHICLE,601,01-08-2019 06:17,08-01-2019,617,PARKING LOTS / GARAGE,5001 S IH 35 SVRD NB,78744,2,3110114,3110114,30.20482895,-97.75779826,"(30.20482895, -97.75779826)"
240793,BURGLARY OF VEHICLE,601,01/24/2019 08:00:00 PM,24-01-2019,2000,HOTEL / MOTEL / ETC.,9505 STONELAKE BLVD,78759,7,3114678,3114678,30.38514513,-97.7385033,"(30.38514513, -97.7385033)"
240794,THEFT,600,01/15/2019 01:13:00 PM,15-01-2019,1313,RESIDENCE / HOME,3737 KEATS DR,78704,5,3100861,3100861,30.23644373,-97.78626369,"(30.23644373, -97.78626369)"
240819,THEFT FROM AUTO,603,01/26/2019 08:31:00 PM,26-01-2019,2031,PARKING LOTS / GARAGE,4477 S LAMAR BLVD NB,78745,5,3097419,3097419,30.23102476,-97.79730836,"(30.23102476, -97.79730836)"
240829,BURGLARY OF RESIDENCE,500,01/30/2019 01:05:00 PM,30-01-2019,1305,RESIDENCE / HOME,8308 BOWLING GREEN DR,78757,7,3118138,3118138,30.36364116,-97.72810788,"(30.36364116, -97.72810788)"
240830,THEFT,600,01/30/2019 03:46:00 PM,30-01-2019,1546,OTHER / UNKNOWN,615 RED RIVER ST,78701,9,3116253,3116253,30.26714862,-97.73668436,"(30.26714862, -97.73668436)"
240832,AGG ASSAULT,402,01/29/2019 07:30:00 PM,29-01-2019,1930,RESIDENCE / HOME,2200 S PLEASANT VALLEY RD,78741,3,3119912,3119912,30.23154682,-97.7260523,"(30.23154682, -97.7260523)"
240835,BURGLARY OF VEHICLE,601,01/26/2019 01:00:00 AM,26-01-2019,100,RESIDENCE / HOME,1702 W ST JOHNS AVE,78757,7,3118201,3118201,30.34396909,-97.72843938,"(30.34396909, -97.72843938)"
240840,BURGLARY OF VEHICLE,601,01/24/2019 01:00:00 PM,24-01-2019,1300,PARKING LOTS / GARAGE,9400 ARBORETUM BLVD,78759,10,3110350,3110350,30.38934735,-97.75212082,"(30.38934735, -97.75212082)"
240841,THEFT FROM AUTO,603,01/29/2019 06:00:00 PM,29-01-2019,1800,AUTO DEALERSHIP NEW / USED,4712 S CONGRESS AVE,78745,3,3106336,3106336,30.21470634,-97.76949892,"(30.21470634, -97.76949892)"
240853,AGG ASSAULT FAM/DATE VIOLENCE,402,01/27/2019 03:55:00 AM,27-01-2019,355,RESIDENCE / HOME,2300 W NORTH LOOP BLVD,78756,7,3113999,3113999,30.32577761,-97.74225263,"(30.32577761, -97.74225263)"
240854,THEFT,600,01/27/2019 05:44:00 PM,27-01-2019,1744,FIELD / WOODS,1200 E RUNDBERG LN,78753,4,3133267,3133267,30.35410098,-97.68038584,"(30.35410098, -97.68038584)"
240861,BURGLARY OF VEHICLE,601,01/23/2019 12:39:00 AM,23-01-2019,39,RESIDENCE / HOME,12805 PADUA DR,78739,8,3063165,3063165,30.1714153,-97.90729624,"(30.1714153, -97.90729624)"
240863,AUTO THEFT,700,01/18/2019 04:00:00 AM,18-01-2019,400,PARKING LOTS / GARAGE,8312 N IH 35 SVRD SB,78753,4,3128227,3128227,30.34664576,-97.69657342,"(30.34664576, -97.69657342)"
240900,BURGLARY OF VEHICLE,601,01/27/2019 04:57:00 PM,27-01-2019,1657,OTHER / UNKNOWN,1748 OHLEN RD,78757,7,3120645,3120645,30.36280328,-97.7201792,"(30.36280328, -97.7201792)"
240903,THEFT BY SHOPLIFTING,607,01/26/2019 02:30:00 PM,26-01-2019,1430,SHOPPING MALL,5441 N IH 35 SVRD NB,78723,4,3125815,3125815,30.31428127,-97.70510399,"(30.31428127, -97.70510399)"
240921,BURGLARY OF VEHICLE,601,01/28/2019 10:00:00 PM,28-01-2019,2200,PARKING LOTS / GARAGE,9070 RESEARCH BLVD SB,78757,7,3118138,3118138,30.37308346,-97.7278528,"(30.37308346, -97.7278528)"
240930,BURGLARY OF VEHICLE,601,01/28/2019 08:00:00 PM,28-01-2019,2000,PARKING LOTS / GARAGE,807 E 4TH ST,78702,3,3116901,3116901,30.26355277,-97.73472797,"(30.26355277, -97.73472797)"
240939,BURGLARY OF VEHICLE,601,01/30/2019 03:30:00 PM,30-01-2019,1530,OTHER / UNKNOWN,1200 BARBARA JORDAN BLVD,78723,9,3124570,3124570,30.3073828,-97.70923831,"(30.3073828, -97.70923831)"
240954,THEFT,600,01/25/2019 02:30:00 AM,25-01-2019,230,RESIDENCE / HOME,5406 LARK CREEK DR,78744,2,3117349,3117349,30.19490765,-97.73515586,"(30.19490765, -97.73515586)"
240960,BURGLARY OF VEHICLE,601,01/17/2019 12:45:00 AM,17-01-2019,45,RESIDENCE / HOME,10621 METRIC BLVD,78758,4,3123136,3123136,30.38566646,-97.71165713,"(30.38566646, -97.71165713)"
240972,THEFT BY SHOPLIFTING,607,01/31/2019 04:49:00 PM,31-01-2019,1649,DEPARTMENT / DISCOUNT STORE,2525 W ANDERSON LN,78757,7,3116494,3116494,30.35547011,-97.73354236,"(30.35547011, -97.73354236)"
240977,BURGLARY OF VEHICLE,601,01/24/2019 10:00:00 PM,24-01-2019,2200,PARKING LOTS / GARAGE,13945 N US 183 HWY SVRD NB,78717,6,3095702,3095702,30.47105795,-97.79644156,"(30.47105795, -97.79644156)"
241006,BURGLARY OF RESIDENCE,500,01/28/2019 04:18:00 PM,28-01-2019,1618,RESIDENCE / HOME,5700 WELLINGTON DR,78723,1,3131989,3131989,30.30697095,-97.68573254,"(30.30697095, -97.68573254)"
241033,THEFT,600,01/31/2019 10:30:00 AM,31-01-2019,1030,DRUG STORE / DR. OFFICE / HOSPITAL,4110 GUADALUPE ST,78751,9,3116330,3116330,30.30765065,-97.73535047,"(30.30765065, -97.73535047)"
241039,BURGLARY OF VEHICLE,601,01/26/2019 11:13:00 AM,26-01-2019,1113,GAS / SERVICE STATIONS,1612 E OLTORF ST,78741,9,3115666,3115666,30.23337006,-97.73945182,"(30.23337006, -97.73945182)"
241042,THEFT,600,01/17/2019 08:30:00 AM,17-01-2019,830,RESIDENCE / HOME,6817 DAUGHERTY ST,78757,7,3114974,3114974,30.34554536,-97.73862987,"(30.34554536, -97.73862987)"
241043,BURGLARY OF VEHICLE,601,01/23/2019 02:30:00 AM,23-01-2019,230,PARKING LOTS / GARAGE,8912 N LAMAR BLVD,78758,4,3127054,3127054,30.35850639,-97.69996937,"(30.35850639, -97.69996937)"
241058,BURGLARY OF VEHICLE,601,01/24/2019 06:00:00 PM,24-01-2019,1800,PARKING LOTS / GARAGE,5010 S CONGRESS AVE,78745,3,3105796,3105796,30.21190923,-97.77128315,"(30.21190923, -97.77128315)"
241059,THEFT BY SHOPLIFTING,607,02-01-2019 17:21,01-02-2019,1721,DEPARTMENT / DISCOUNT STORE,5621 N IH 35 SVRD NB,78723,4,3125467,3125467,30.31639298,-97.70614968,"(30.31639298, -97.70614968)"
241067,THEFT BY SHOPLIFTING,607,01/28/2019 07:30:00 PM,28-01-2019,1930,SPECIALTY  STORE (TV  FUR ETC.),10107 RESEARCH BLVD SVRD NB,78759,7,3112263,3112263,30.39377728,-97.74593295,"(30.39377728, -97.74593295)"
241072,THEFT,600,01/19/2019 03:20:00 PM,19-01-2019,1520,OTHER / UNKNOWN,5701 S MOPAC EXPY SVRD NB,78749,8,3087418,3087418,30.22765356,-97.82907156,"(30.22765356, -97.82907156)"
241095,BURGLARY NON RESIDENCE,502,01/23/2019 12:00:00 AM,23-01-2019,0,PARKING LOTS / GARAGE,701 E 45TH ST,78751,9,3120520,3120520,30.30571238,-97.72212133,"(30.30571238, -97.72212133)"
241100,AUTO THEFT,700,01/24/2019 10:00:00 AM,24-01-2019,1000,STREETS / HWY / ROAD / ALLEY,4800 WEST GATE BLVD,78745,5,3095882,3095882,30.22810549,-97.80225296,"(30.22810549, -97.80225296)"
241108,THEFT,600,01/28/2019 04:00:00 PM,28-01-2019,1600,COMMERCIAL / OFFICE BUILDING,300 E 11TH ST,78701,1,3115667,3115667,30.27216987,-97.73840614,"(30.27216987, -97.73840614)"
241109,THEFT,600,01/29/2019 05:11:00 PM,29-01-2019,1711,SPECIALTY  STORE (TV  FUR ETC.),600 E BEN WHITE BLVD SVRD WB,78704,3,3110505,3110505,30.21962305,-97.75616552,"(30.21962305, -97.75616552)"
241110,THEFT,600,01/29/2019 12:50:00 AM,29-01-2019,50,DRUG STORE / DR. OFFICE / HOSPITAL,5600 S 1ST ST,78745,2,3102467,3102467,30.2083784,-97.78191822,"(30.2083784, -97.78191822)"
241121,BURGLARY OF VEHICLE,601,01-12-2019 00:01,12-01-2019,1,PARKING LOTS / GARAGE,1403 DESERT QUAIL LN,78758,4,3125203,3125203,30.37224722,-97.70546548,"(30.37224722, -97.70546548)"
241134,AUTO THEFT,700,01/24/2019 11:00:00 PM,24-01-2019,2300,RESIDENCE / HOME,1111 W 22ND HALF ST,78705,9,3111700,3111700,30.28639609,-97.75059559,"(30.28639609, -97.75059559)"
241148,BURGLARY OF VEHICLE,601,01/26/2019 05:45:00 PM,26-01-2019,1745,PARK / PLAYGROUND,5100 N CAPITAL OF TEXAS HWY NB,78746,10,3096378,3096378,30.34897295,-97.79750862,"(30.34897295, -97.79750862)"
241159,AUTO THEFT,700,01/20/2019 11:45:00 AM,20-01-2019,1145,PARKING LOTS / GARAGE,4001 N LAMAR BLVD,78751,9,3114898,3114898,30.30734943,-97.73989776,"(30.30734943, -97.73989776)"
241181,BURGLARY OF RESIDENCE,500,01/25/2019 01:29:00 PM,25-01-2019,1329,RESIDENCE / HOME,306 BLUEBERRY HILL,78745,2,3102786,3102786,30.20150264,-97.78108975,"(30.20150264, -97.78108975)"
241194,AUTO THEFT,700,01/22/2019 11:54:00 AM,22-01-2019,1154,RESIDENCE / HOME,2414 SAN GABRIEL ST,78705,9,3112534,3112534,30.28897347,-97.74788351,"(30.28897347, -97.74788351)"
241226,THEFT OF LICENSE PLATE,614,01/25/2019 07:00:00 PM,25-01-2019,1900,STREETS / HWY / ROAD / ALLEY,DAVIS ST / RAINEY ST,78701,9,3115804,3115804,30.26011291,-97.73829614,"(30.26011291, -97.73829614)"
241232,BURGLARY NON RESIDENCE,502,01/25/2019 06:30:00 PM,25-01-2019,1830,OTHER / UNKNOWN,2010 PEOPLES ST,78702,1,3122205,3122205,30.26781256,-97.71780745,"(30.26781256, -97.71780745)"
241240,BURGLARY NON RESIDENCE,502,01/14/2019 08:00:00 AM,14-01-2019,800,OTHER / UNKNOWN,3000 KRAMER LN,78758,7,3119393,3119393,30.39665369,-97.72323403,"(30.39665369, -97.72323403)"
241241,BURGLARY OF RESIDENCE,500,01/24/2019 01:29:00 AM,24-01-2019,129,RESIDENCE / HOME,9502 DALLUM DR,78753,4,3132191,3132191,30.35782742,-97.68369589,"(30.35782742, -97.68369589)"
241250,THEFT,600,01/28/2019 10:00:00 PM,28-01-2019,2200,RESTAURANTS,9600 N LAMAR BLVD,78758,4,3128269,3128269,30.36567043,-97.69592008,"(30.36567043, -97.69592008)"
241266,BURGLARY OF VEHICLE,601,01-05-2019 22:13,05-01-2019,2213,STREETS / HWY / ROAD / ALLEY,2504 NEW YORK DR,78702,1,3123546,3123546,30.27394366,-97.71339206,"(30.27394366, -97.71339206)"
241271,BURGLARY OF VEHICLE,601,01/24/2019 07:15:00 PM,24-01-2019,1915,STREETS / HWY / ROAD / ALLEY,NEWTON ST / W JAMES ST,78704,9,3111999,3111999,30.25153533,-97.75058082,"(30.25153533, -97.75058082)"
241326,THEFT,600,01/26/2019 03:00:00 AM,26-01-2019,300,STREETS / HWY / ROAD / ALLEY,600 RED RIVER ST,78701,9,3116085,3116085,30.26658765,-97.73723176,"(30.26658765, -97.73723176)"
241342,AGG ASSAULT,402,01-12-2019 05:53,12-01-2019,553,CONVENIENCE STORE,8900 N LAMAR BLVD,78758,4,3126923,3126923,30.35828676,-97.70039084,"(30.35828676, -97.70039084)"
241349,THEFT BY SHOPLIFTING,607,01/14/2019 11:48:00 AM,14-01-2019,1148,GROCERY / SUPERMARKET,1628 OHLEN RD,78758,4,3121912,3121912,30.36448889,-97.71611497,"(30.36448889, -97.71611497)"
241351,THEFT OF LICENSE PLATE,614,01/30/2019 07:30:00 PM,30-01-2019,1930,OTHER / UNKNOWN,8601 ANDERSON MILL RD,78729,6,3104773,3104773,30.4554496,-97.76805519,"(30.4554496, -97.76805519)"
241361,THEFT,600,01/27/2019 08:57:00 PM,27-01-2019,2057,GROCERY / SUPERMARKET,2400 S CONGRESS AVE,78704,3,3110844,3110844,30.23829084,-97.75459354,"(30.23829084, -97.75459354)"
241365,BURGLARY OF VEHICLE,601,01/22/2019 03:25:00 PM,22-01-2019,1525,OTHER / UNKNOWN,1917 WILLOW CREEK DR,78741,3,3119591,3119591,30.2334422,-97.72701787,"(30.2334422, -97.72701787)"
241388,BURGLARY OF RESIDENCE,500,01/30/2019 12:00:00 AM,30-01-2019,0,RESIDENCE / HOME,808 EMORY TREE DR,78748,5,3094937,3094937,30.17623299,-97.806603,"(30.17623299, -97.806603)"
241394,BURGLARY OF VEHICLE,601,01/28/2019 08:00:00 PM,28-01-2019,2000,PARKING LOTS / GARAGE,9012 RESEARCH BLVD SVRD SB,78757,7,3119219,3119219,30.3718428,-97.72445745,"(30.3718428, -97.72445745)"
241400,BURGLARY OF VEHICLE,601,01/22/2019 06:30:00 PM,22-01-2019,1830,PARKING LOTS / GARAGE,11680 RESEARCH BLVD SVRD SB,78759,10,3111643,3111643,30.41819935,-97.74724494,"(30.41819935, -97.74724494)"
241412,THEFT OF BICYCLE,609,01/23/2019 03:00:00 PM,23-01-2019,1500,RESIDENCE / HOME,1300 E RIVERSIDE DR,78741,9,3117278,3117278,30.24849791,-97.73393882,"(30.24849791, -97.73393882)"
241413,THEFT FROM AUTO,603,01/30/2019 10:30:00 PM,30-01-2019,2230,RESIDENCE / HOME,101 W 32ND ST,78705,9,3116139,3116139,30.29665378,-97.73625186,"(30.29665378, -97.73625186)"
241436,THEFT BY SHOPLIFTING,607,01/26/2019 03:42:00 PM,26-01-2019,1542,GROCERY / SUPERMARKET,5800 W SLAUGHTER LN,78749,8,3072565,3072565,30.20259804,-97.87675015,"(30.20259804, -97.87675015)"
241441,BURGLARY OF VEHICLE,601,01/16/2019 10:30:00 AM,16-01-2019,1030,OTHER / UNKNOWN,12901 N IH 35 SVRD NB,78753,7,3135967,3135967,30.41525806,-97.67013449,"(30.41525806, -97.67013449)"
241447,BURGLARY OF RESIDENCE,500,01/31/2019 06:30:00 AM,31-01-2019,630,RESIDENCE / HOME,8400 BEECH DR,78758,4,3122360,3122360,30.35791491,-97.71487253,"(30.35791491, -97.71487253)"
241456,THEFT OF BICYCLE,609,01/19/2019 07:00:00 PM,19-01-2019,1900,RESTAURANTS,515 S CONGRESS AVE,78704,9,3113088,3113088,30.25608933,-97.74700892,"(30.25608933, -97.74700892)"
241460,THEFT,600,01/28/2019 08:00:00 PM,28-01-2019,2000,GAS / SERVICE STATIONS,15010 FM 1825 RD,78660,7,3137063,3137063,30.44313312,-97.66588507,"(30.44313312, -97.66588507)"
241470,THEFT,600,01/26/2019 02:05:00 PM,26-01-2019,1405,DEPARTMENT / DISCOUNT STORE,12900 N IH 35 SVRD SB,78753,7,3134231,3134231,30.41357997,-97.67568979,"(30.41357997, -97.67568979)"
241473,AUTO THEFT,700,01/26/2019 04:00:00 PM,26-01-2019,1600,PARK / PLAYGROUND,3900 S MOPAC EXPY SVRD SB,78746,8,3093433,3093433,30.24426516,-97.8095871,"(30.24426516, -97.8095871)"
241492,BURGLARY OF VEHICLE,601,01/29/2019 07:30:00 PM,29-01-2019,1930,PARKING LOTS / GARAGE,8833 BURNET RD,78757,7,3118684,3118684,30.3714732,-97.72616443,"(30.3714732, -97.72616443)"
241517,BURGLARY NON RESIDENCE,502,01/15/2019 03:07:00 PM,15-01-2019,1507,OTHER / UNKNOWN,6701 BURNET RD,78757,7,3115094,3115094,30.34257715,-97.73832919,"(30.34257715, -97.73832919)"
241521,THEFT,600,01/30/2019 08:06:00 PM,30-01-2019,2006,BAR / NIGHT CLUB,1308 E 4TH ST,78702,3,3118566,3118566,30.26223899,-97.72948804,"(30.26223899, -97.72948804)"
241524,THEFT,600,01/25/2019 04:00:00 PM,25-01-2019,1600,SPECIALTY  STORE (TV  FUR ETC.),2400 S CONGRESS AVE,78704,3,3110844,3110844,30.23829084,-97.75459354,"(30.23829084, -97.75459354)"
241528,AGG ROBBERY/DEADLY WEAPON,300,01/27/2019 06:48:00 PM,27-01-2019,1848,RESIDENCE / HOME,1730 E OLTORF ST,78741,9,3116318,3116318,30.23292142,-97.73739875,"(30.23292142, -97.73739875)"
241555,AGG ASSAULT,402,01/28/2019 02:38:00 PM,28-01-2019,1438,STREETS / HWY / ROAD / ALLEY,12195 METRIC BLVD,78758,7,3127646,3127646,30.40720468,-97.69676063,"(30.40720468, -97.69676063)"
241567,BURGLARY OF VEHICLE,601,01/27/2019 04:58:00 PM,27-01-2019,1658,STREETS / HWY / ROAD / ALLEY,1600 N CAPITAL OF TEXAS HWY SB,78746,10,3089412,3089412,30.31941989,-97.82036864,"(30.31941989, -97.82036864)"
241568,THEFT,600,01/27/2019 01:00:00 AM,27-01-2019,100,BAR / NIGHT CLUB,422 E 6TH ST,78701,9,3115730,3115730,30.26714919,-97.73834147,"(30.26714919, -97.73834147)"
241571,THEFT,600,01/13/2019 12:00:00 PM,13-01-2019,1200,BAR / NIGHT CLUB,520 W 6TH ST,78701,9,3112623,3112623,30.26978356,-97.74811543,"(30.26978356, -97.74811543)"
241579,BURGLARY OF VEHICLE,601,01-04-2019 23:00,04-01-2019,2300,RESIDENCE / HOME,2824 BOND DR,78741,3,3115423,3115423,30.22610672,-97.74041651,"(30.22610672, -97.74041651)"
241599,THEFT,600,01/16/2019 03:07:00 PM,16-01-2019,1507,GROCERY / SUPERMARKET,14028 N US 183 HWY SVRD SB,78613,6,3093585,3093585,30.47739753,-97.80299687,"(30.47739753, -97.80299687)"
241602,THEFT,600,01/23/2019 01:47:00 AM,23-01-2019,147,RESTAURANTS,1601 N IH 35 SVRD NB,78702,1,3118370,3118370,30.27657854,-97.72972234,"(30.27657854, -97.72972234)"
241603,THEFT,600,01/27/2019 05:01:00 PM,27-01-2019,1701,RESTAURANTS,2222 GUADALUPE ST,78705,9,3114387,3114387,30.28558655,-97.7421019,"(30.28558655, -97.7421019)"
241621,BURGLARY OF VEHICLE,601,01-04-2019 22:00,04-01-2019,2200,STREETS / HWY / ROAD / ALLEY,1001 COMAL ST,78702,1,3120035,3120035,30.26674042,-97.72471213,"(30.26674042, -97.72471213)"
241641,BURGLARY OF RESIDENCE,500,01/26/2019 09:00:00 PM,26-01-2019,2100,RESIDENCE / HOME,1404 GLENWOOD DR,78723,1,3128873,3128873,30.31939849,-97.69527002,"(30.31939849, -97.69527002)"
241652,THEFT OF BICYCLE,609,01/14/2019 01:00:00 PM,14-01-2019,1300,COMMERCIAL / OFFICE BUILDING,3600 S LAMAR BLVD,78704,5,3099996,3099996,30.23937621,-97.78892628,"(30.23937621, -97.78892628)"
241657,THEFT,600,01/26/2019 01:30:00 AM,26-01-2019,130,BAR / NIGHT CLUB,611 RED RIVER ST,78701,9,3116226,3116226,30.2670569,-97.73677238,"(30.2670569, -97.73677238)"
241662,THEFT OF BICYCLE,609,01/30/2019 07:42:00 AM,30-01-2019,742,RESIDENCE / HOME,921 E 51ST ST,78751,9,3123142,3123142,30.31110379,-97.71366383,"(30.31110379, -97.71366383)"
241679,THEFT,600,01/26/2019 05:55:00 PM,26-01-2019,1755,GOVERNMENT / PUBLIC BUILDING,7700 NORTHCROSS DR,78757,7,3115587,3115587,30.3545855,-97.73644264,"(30.3545855, -97.73644264)"
241686,THEFT FROM AUTO,603,01/23/2019 07:00:00 PM,23-01-2019,1900,RESIDENCE / HOME,12406 ORO VALLEY TRL,78729,6,3105771,3105771,30.44170787,-97.76525312,"(30.44170787, -97.76525312)"
241691,BURGLARY OF VEHICLE,601,01/26/2019 04:50:00 PM,26-01-2019,1650,PARK / PLAYGROUND,6701 LAKEWOOD DR,78731,10,3099472,3099472,30.3659152,-97.7872499,"(30.3659152, -97.7872499)"
241706,THEFT,600,01/14/2019 03:00:00 PM,14-01-2019,1500,COMMERCIAL / OFFICE BUILDING,701 BRAZOS ST,78701,9,3115026,3115026,30.26888761,-97.7405254,"(30.26888761, -97.7405254)"
241737,BURGLARY OF VEHICLE,601,01/22/2019 08:00:00 PM,22-01-2019,2000,RESIDENCE / HOME,9012 IPSWICH BAY DR,78747,2,3113206,3113206,30.15000155,-97.74947408,"(30.15000155, -97.74947408)"
241739,THEFT,600,01/31/2019 12:00:00 PM,31-01-2019,1200,COMMERCIAL / OFFICE BUILDING,1000 E 41ST ST,78751,9,3121344,3121344,30.30046112,-97.71965166,"(30.30046112, -97.71965166)"
241743,THEFT,600,01-07-2019 18:53,07-01-2019,1853,CONVENIENCE STORE,6010 E RIVERSIDE DR,78741,3,3126195,3126195,30.22671481,-97.70628333,"(30.22671481, -97.70628333)"
241749,THEFT BY SHOPLIFTING,607,01/25/2019 06:50:00 PM,25-01-2019,1850,GROCERY / SUPERMARKET,10401 RESEARCH BLVD SVRD NB,78759,7,3112309,3112309,30.39608613,-97.74572504,"(30.39608613, -97.74572504)"
241764,AUTO THEFT,700,01-02-2019 18:34,02-01-2019,1834,RESIDENCE / HOME,8308 COLONY LOOP DR,78724,1,3150425,3150425,30.29597386,-97.62760138,"(30.29597386, -97.62760138)"
241770,BURGLARY OF VEHICLE,601,01/25/2019 11:00:00 PM,25-01-2019,2300,RESIDENCE / HOME,1625 CORIANDER DR,78741,3,3130593,3130593,30.2214724,-97.69249735,"(30.2214724, -97.69249735)"
